def,ID pers,ID,ID loan,п1,п2,п3,п4,п5,п6,п7,п8,п9,п10,п11,п12,п13,п14,п15,п16,п17,п18,п19,п20,п21,п22,п23,п24,п25,п26,п27,п28,п29,п30,п31,п32,п33,п34,п35,п36,п37,п38,п39,п40,п41,п42,п43,п44,п45,п46,п47,п48,п49,п50,п51,п52,п53,п54,п55,п56,п57,п58,п59,п60,п61,п62,п63,п64,п65,п66,
0,1023SL,77.201221.001,77-211221-1-1,Потенциальный клиент,Нет,Нет,24.9,12000,12000,60,60,35,1,бе,нв,1,с,б,11,2,0,сс,п,вп,12,пп,Нет,Нет,Нет,1,4,557.56,557.56,557.56,557.56,р,37.42,1200,дз,1203.38,1290.3,1200,Да,77000,2021-12-20 6:06 PM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,12000,Нет,Да,9,
0,1023OI,78.201221.003,78-201221-1-3,Потенциальный клиент,Нет,Нет,24.9,6200,6200,60,60,46,2,бе,нв,1,р,р,0,0,0,с,п,с,12,т,Нет,Нет,Нет,0,0,570.78,570.78,778.78,778.78,р,21.09,1100,дз,1255.6,1120.1,1100,Да,78000,2021-12-20 5:27 PM,,и,211,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6200,Нет,Да,12,
0,0944OM,79.201221.003,79-201221-1-1,Массовый сегмент,Да,Нет,24.9,739,739,60,60,26,1,бе,за,1,р,н,0,0,0,в,п,р,32,т,Нет,Нет,Нет,0,0,917.78,917.78,1278.81,1278.81,р,23.05,1500,ду,1624.02,1120.1,2043.31,Да,79000,2021-12-20 4:28 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,739,Нет,Да,19,
1,092WZM,79.201221.004,79-231221-1-1,Массовый сегмент,Да,Нет,24.9,3000,3000,60,60,38,1,бе,нв,1,о,б,4,1,0,сс,п,р,27,бу,Нет,Нет,Нет,0,0,391.17,391.17,269.83,269.83,р,38.55,1040,ду,410.2,1388,1040.61,Да,79000,2021-12-20 5:29 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,3000,Нет,Да,27,
0,1023KA,84.201221.002,84-201221-1-1,Потенциальный клиент,Нет,Нет,24.9,80000,65000,60,60,31,1,бе,за,1,о,б,5,1,0,в,п,п,33,у,Нет,Нет,Нет,0,5,7570.23,7570.23,6701.26,6701.26,и,38.91,8352.06,р,1284.37,0,7776.8,Да,84000,2021-12-20 2:28 PM,,и,935,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,65000,Нет,Да,94,
0,1023IP,86.201221.001,86-201221-1-1,Потенциальный клиент,Нет,Нет,24.9,5000,5000,60,60,36,2,бе,нв,1,с,б,15,2,0,сс,п,с,182,зо,Нет,Нет,Нет,0,1,957.56,957.56,336.79,336.79,р,19.1,1600,дф,979.23,1094.2,979.23,Нет,86000,2021-12-20 2:15 PM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,178,
0,458367,88.201221.001,88-201221-1-1,Массовый сегмент,Да,Нет,24.9,8001,8001,60,60,28,1,бе,нв,1,р,б,2,1,0,сс,п,с,88,т,Нет,Нет,Нет,0,2,1345.99,1345.99,1137.91,1137.91,р,24.76,1783.21,ду,2845.76,1120.1,1754.78,Да,88000,2021-12-20 11:41 AM,,и,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,8001,Нет,Да,86,
0,0908B6,93.201221.001,93-201221-1-1,Массовый сегмент,Нет,Нет,24.9,1555,1555,60,60,47,1,бе,за,1,с,н,0,0,0,с,п,р,38,пп,Нет,Нет,Нет,0,0,848.78,848.78,505.64,505.64,р,35.94,1200,дз,1565.54,1290.3,1200,Да,93000,2021-12-20 1:13 PM,,и,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1555,Нет,Да,38,
0,573332,01.211221.002,50-221221-1-2,Массовый сегмент,Нет,Нет,24.9,26000,26000,60,60,48,1,бе,за,2,с,б,27,1,0,с,п,п,157,у,Нет,Нет,Нет,1,3,6798.17,6798.17,3792.23,3792.23,и,22.76,7280,р,0,0,6393.73,Да,50000,2021-12-21 5:18 PM,,зн,920,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,26000,Нет,Да,0,
0,102AZ0,50.211221.001,50-211221-1-1,Массовый сегмент,Нет,Нет,24.9,3539,3539,60,60,51,2,бе,во,1,с,б,33,0,0,сс,п,пр,219,т,Нет,Нет,Нет,0,1,641.28,641.28,412.15,412.15,р,22.59,1002,дф,776.29,1120.1,776.29,Да,50000,2021-12-21 10:12 AM,,и,710,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3539,Нет,Да,72,
0,580738,50.211221.002,50-221221-1-1,Массовый сегмент,Нет,Нет,24.9,28000,28000,60,60,45,1,бе,за,1,р,б,6,2,0,вв,п,ро,166,пн,Нет,Нет,Нет,0,1,5609.72,5609.72,5567.06,5567.06,и,37.45,8252.16,дз,1462.56,1611.1,8252.16,Да,50000,2021-12-22 10:58 AM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,28000,Нет,Да,166,
0,256230,51.211221.003,51-221221-1-2,Массовый сегмент,Нет,Нет,24.9,15000,15000,60,60,33,1,бе,за,1,с,б,10,2,0,в,п,п,70,ит,Нет,Нет,Нет,0,1,2033.33,2033.33,2033.33,2033.33,и,20.98,2675.77,дз,0,0,2675.77,Да,51000,2021-12-21 5:30 PM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,15000,Нет,Да,0,
0,787781,53.211221.001,53-211221-1-1,Массовый сегмент,Да,Нет,24.9,2500,2500,60,60,49,2,бе,нв,1,с,н,0,0,0,в,п,р,48,о,Нет,Нет,Нет,0,1,178.78,178.78,178.8,178.8,р,18.71,500,дф,500.02,866.6,500.02,Да,53000,2021-12-21 9:27 AM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,2500,Нет,Да,48,
0,093WJ8,53.211221.003,53-030122-1-2,Массовый сегмент,Да,Нет,24.9,20000,20000,60,60,33,2,бе,нв,1,и,б,8,1,0,в,п,с,23,т,Нет,Нет,Нет,0,1,3114.34,3114.34,3008.24,3008.24,р,23.76,3596.17,ду,3854.86,1120.1,3596.17,Да,53000,2021-12-21 1:42 PM,,дк,739,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,20000,Нет,Да,23,
0,094OC2,53.211221.004,53-221221-1-7,Потенциальный клиент,Нет,Нет,24.9,8100,7900,60,60,31,1,бе,ос,1,р,б,0,0,0,сс,п,с,7,бу,Нет,Нет,Нет,0,0,478.78,478.78,423.24,423.24,р,39.71,800,дф,744.46,1388,744.46,Да,53000,2021-12-21 3:17 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,7900,Нет,Да,6,
0,0928UP,53.211221.005,53-211221-1-5,Массовый сегмент,Да,Нет,24.9,1400,1400,60,60,26,2,бе,нв,1,р,б,10,1,0,сс,п,с,21,т,Нет,Нет,Нет,0,0,493.17,493.17,376.56,376.56,р,32.83,1200,дз,1224.48,1120.1,1200,Да,53000,2021-12-21 4:03 PM,,дк,659,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,1400,Нет,Да,26,
0,174658,53.211221.006,53-231221-1-4,Массовый сегмент,Нет,Нет,24.9,20000,16000,60,60,58,1,бе,нв,2,с,б,8,1,0,сс,п,пр,238,пп,Нет,Нет,Нет,0,1,2351.07,2351.07,1837.08,1837.08,р,39.72,3352.9,р,2300.69,1290.3,2853.59,Да,53000,2021-12-21 4:27 PM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,16000,Нет,Да,227,
0,1024IT,53.211221.008,53-221221-1-8,Потенциальный клиент,Нет,Нет,24.9,16000,15000,60,60,29,1,бе,нв,1,р,б,0,0,0,сс,п,с,123,пп,Нет,Нет,Нет,0,0,1178.78,1178.78,1178.78,1178.78,р,37.42,1500,дз,1599.9,1290.3,1500,Да,53000,2021-12-22 5:07 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,15000,Нет,Да,124,
1,1023XG,54.211221.002,54-211221-1-3,Потенциальный клиент,Нет,Нет,24.9,3000,3000,60,60,31,1,бе,за,1,о,р,0,1,0,с,п,с,45,пп,Нет,Нет,Нет,0,0,718.17,718.17,743.08,743.08,р,14.41,1300,дз,1760.19,1290.3,1300,Да,54000,2021-12-21 1:50 PM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3000,Нет,Да,20,
0,0969NA,54.211221.003,54-211221-1-4,Массовый сегмент,Да,Нет,24.9,9000,9000,60,60,28,2,бе,нв,1,о,н,0,0,0,в,п,с,9,бу,Нет,Нет,Нет,0,0,631.78,631.78,702.11,702.11,р,32.91,1023,ду,833.29,1388,1023.33,Да,54000,2021-12-21 4:25 PM,,дк,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,9000,Нет,Да,9,
0,098VPS,55.211221.003,55-211221-1-1,Потенциальный клиент,Нет,Нет,24.9,5070,5070,60,60,54,2,бе,нв,1,с,р,0,0,0,сс,п,р,67,пп,Нет,Нет,Нет,1,0,378.78,378.78,295.37,295.37,р,30.77,700,дф,616.59,1290.3,616.59,Да,55000,2021-12-21 1:56 PM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5070,Нет,Да,43,
0,092KXA,56.211221.002,56-231221-1-1,Потенциальный клиент,Нет,Нет,24.9,17000,13500,60,60,27,1,бе,за,1,р,б,2,0,0,сс,п,р,6,пп,Нет,Нет,Нет,0,0,1398.78,1398.78,1105.65,1105.65,р,39.54,1800,дф,1524.43,1290.3,1524.43,Да,56000,2021-12-21 4:12 PM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Да,Нет,,Да,Да,13500,Нет,Да,6,
0,091BWK,58.211221.002,58-211221-1-2,Потенциальный клиент,Нет,Нет,24.9,6500,3700,60,60,28,1,бе,за,1,о,б,4,1,1,сс,п,с,5,пп,Нет,Нет,Нет,0,0,368.17,368.17,196.98,196.98,р,39.06,1000,дф,886.78,1290.3,886.78,Да,58000,2021-12-21 5:45 PM,,кц,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3700,Нет,Да,5,
0,1023ZT,65.211221.003,65-211221-1-4,Потенциальный клиент,Нет,Нет,24.9,1600,1600,60,60,24,1,бе,ос,1,с,н,0,0,0,в,п,р,15,пп,Нет,Нет,Нет,0,1,778.78,778.78,778.78,778.78,р,5.44,1100,дз,1298.79,1290.3,1100,Да,65000,2021-12-21 2:56 PM,,и,426,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1600,Нет,Да,15,
0,093HA3,66.211221.001,66-211221-1-1,VIP,Да,Нет,24.9,1600,1600,6,6,42,1,бе,за,1,с,б,6,1,0,вв,п,пр,12,б,Нет,Нет,Нет,0,1,6279.91,6279.91,4413.23,4413.23,р,19.16,7133.74,ду,6037.52,1897.6,5684.01,Да,66000,2021-12-21 10:38 AM,,сб,,Нет,Нет,Нет,Да,24.9,,6,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,1600,Нет,Да,12,
0,322837,66.211221.004,66-211221-1-2,Массовый сегмент,Нет,Нет,24.9,2100,2100,60,60,33,2,бе,нв,1,с,б,11,1,0,в,п,с,80,кх,Нет,Нет,Нет,0,0,520.17,520.17,531.91,531.91,р,16.43,1119,дз,1365.65,816.2,1119,Да,66000,2021-12-21 2:48 PM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2100,Нет,Да,38,
1,092XYP,69.211221.002,69-211221-1-1,Массовый сегмент,Да,Нет,24.9,10000,10000,60,60,28,1,бе,за,1,а,б,1,2,1,сс,п,р,28,бу,Нет,Нет,Нет,0,3,2054.55,2054.55,2062.84,2062.84,р,27.99,3236.99,дз,671.79,1388,3236.99,Да,69000,2021-12-21 12:47 PM,,дк,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,10000,Нет,Да,28,
0,612749,75.211221.002,75-221221-1-2,Массовый сегмент,Да,Нет,24.9,6000,6000,60,60,47,2,бе,нв,1,р,р,0,0,0,сс,п,с,207,т,Нет,Нет,Нет,0,0,728.78,728.78,570.27,570.27,р,36.46,1200,ду,1066.81,1120.1,1049.66,Да,75000,2021-12-21 5:50 PM,,и,997,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,6000,Нет,Да,206,
0,1023WW,76.211221.001,76-211221-1-1,Потенциальный клиент,Нет,Нет,24.9,4110,4110,60,60,46,2,бе,нв,1,с,б,24,0,0,в,п,п,94,т,Нет,Нет,Нет,0,0,2090.12,2090.12,1962.34,1962.34,и,29.09,3003.34,дз,0,0,3003.34,Да,76000,2021-12-21 12:49 PM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4110,Нет,Да,0,
0,091ZKQ,78.211221.001,78-211221-1-1,Массовый сегмент,Нет,Нет,24.9,4000,4000,60,60,22,1,бе,нв,1,р,н,0,0,0,сс,п,с,16,зо,Нет,Нет,Нет,0,0,608.78,608.78,612.45,612.45,р,21.6,1000,дз,1159.05,1094.2,1000,Да,78000,2021-12-21 4:38 PM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,16,
0,095Q6S,78.211221.002,78-221221-1-1,Массовый сегмент,Да,Нет,24.9,32800,32000,60,60,40,1,бе,нв,1,р,б,16,1,0,в,п,зр,18,пп,Нет,Нет,Нет,0,1,3680.47,3680.47,3662.97,3662.97,р,39.51,4872.3,дз,4774.07,1290.3,4872.3,Да,78000,2021-12-21 7:17 PM,,дк,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,32000,Нет,Да,18,
0,10239M,81.211221.001,81-221221-1-1,Потенциальный клиент,Нет,Нет,24.9,10000,6000,60,60,37,2,бе,нв,1,р,б,9,2,0,сс,п,с,51,о,Нет,Нет,Нет,0,0,733.56,733.56,260.34,260.34,п,38.98,1600,дф,1111.54,866.6,1111.54,Да,81000,2021-12-21 5:14 PM,,зн,626,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,15,
0,1024JF,83.211221.001,83-221221-1-2,Потенциальный клиент,Нет,Нет,24.9,8000,2000,60,60,41,1,бе,ос,2,с,б,15,2,0,сс,п,р,59,кх,Да,Нет,Нет,0,1,621.21,621.21,285.02,285.02,р,34.6,1303.65,дз,552.21,816.2,1303.65,Да,83000,2021-12-21 7:10 PM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2000,Нет,Да,59,
0,10232F,86.211221.002,86-211221-1-1,Потенциальный клиент,Нет,Нет,24.9,6000,6000,36,36,48,1,бе,за,1,с,б,26,0,0,сс,п,с,133,у,Нет,Нет,Нет,0,0,678.78,678.78,638.63,638.63,р,30.33,1000,дф,959.85,874.4,959.85,Да,86000,2021-12-21 5:01 PM,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,133,
1,1024DH,01.221221.001,53-221221-1-5,Потенциальный клиент,Нет,Нет,24.9,2570,2570,60,60,24,2,бе,нв,1,р,б,1,3,2,с,п,нп,0, ,Нет,Нет,Нет,0,4,259.25,259.25,259.25,259.25,н,9.05,1062.3,дз,0,0,1062.3,Нет,53000,2021-12-22 12:15 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2570,Нет,Да,0,
1,1024DH,01.221221.002,53-221221-1-6,Потенциальный клиент,Нет,Нет,24.9,1570,1570,60,60,24,2,бе,нв,1,р,б,1,3,2,с,п,нп,0, ,Нет,Нет,Нет,0,4,163.25,163.25,163.24,163.24,н,14.57,1062.3,дз,0,0,1062.3,Нет,53000,2021-12-22 12:56 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1570,Нет,Да,0,
0,10239P,51.221221.001,51-221221-1-1,Потенциальный клиент,Нет,Нет,24.9,10180,10180,60,60,52,2,бе,нв,1,с,б,33,0,0,сс,п,р,97,пп,Нет,Нет,Нет,0,0,1430.61,1430.61,1627.45,1627.45,р,30.38,2251.83,дз,2046.24,1290.3,2251.83,Да,51000,2021-12-22 10:51 AM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,10180,Нет,Да,97,
1,1024G1,51.221221.002,51-221221-1-3,Потенциальный клиент,Нет,Нет,24.9,1500,1500,24,24,31,1,бе,ос,1,с,н,0,0,0,с,п,с,27,пп,Нет,Нет,Нет,0,2,478.78,478.78,233.43,233.43,р,16.88,800,дф,554.65,1290.3,554.65,Да,51000,2021-12-22 4:12 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1500,Нет,Да,27,
1,716516,52.221221.001,52-221221-1-1,Потенциальный клиент,Нет,Нет,24.9,4700,3500,60,60,45,2,бе,нв,1,р,б,24,1,0,сс,п,с,334,сх,Нет,Нет,Нет,0,0,518.17,518.17,148.41,148.41,р,20.78,1000,дф,630.24,919.2,630.24,Да,52000,2021-12-22 12:38 PM,,зн,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3500,Нет,Да,47,
1,1024EQ,52.221221.002,52-221221-1-2,Потенциальный клиент,Нет,Нет,24.9,2440,2440,60,60,25,1,бе,ос,1,р,б,1,1,0,сс,п,р,4,сх,Нет,Нет,Нет,0,1,968.17,968.17,320.73,320.73,р,37.07,1600,дф,1130.32,919.2,1130.32,Да,52000,2021-12-22 3:13 PM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2440,Нет,Да,3,
0,099M9T,55.221221.001,55-221221-1-1,Массовый сегмент,Нет,Нет,24.9,1571,1571,12,12,55,2,бе,нв,1,а,б,35,0,0,с,п,с,151,сх,Нет,Нет,Нет,1,0,527.78,527.78,530.51,530.51,р,37.43,1100,дз,1153.29,919.2,1100,Да,55000,2021-12-22 10:32 AM,,и,469,Нет,Нет,Нет,Нет,24.9,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1571,Нет,Да,152,
0,1024F1,55.221221.005,55-221221-1-2,Потенциальный клиент,Нет,Нет,24.9,2070,900,60,60,51,2,бе,нв,1,с,б,9,0,0,сс,п,р,18,зо,Нет,Нет,Нет,0,0,328.78,328.78,105.96,105.96,р,39.46,650,дз,673.68,1094.2,650,Да,55000,2021-12-22 2:34 PM,,и,952,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,900,Нет,Да,18,
0,687561,55.221221.007,55-221221-1-3,Массовый сегмент,Да,Нет,24.9,1070,600,24,24,51,1,бе,нв,1,с,н,0,0,0,сс,п,р,271,пп,Нет,Нет,Нет,0,0,663.64,663.64,615.04,615.04,р,39.55,1486.86,дз,1693.9,1290.3,1486.86,Да,55000,2021-12-22 4:38 PM,,дк,806,Нет,Да,Нет,Нет,24.9,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,600,Нет,Да,113,
0,1024KF,55.221221.009,55-221221-1-4,Потенциальный клиент,Нет,Нет,24.9,8000,8000,60,60,31,2,бе,нв,1,р,р,0,1,0,сс,п,п,14,у,Нет,Нет,Нет,0,1,2026.5,2026.5,1899.09,1899.09,и,15.02,2578.33,р,0,0,2578.33,Да,55000,2021-12-22 6:19 PM,,и,820,Нет,Нет,Нет,Нет,24.9,,60,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,8000,Нет,Да,0,
0,099AKF,66.221221.002,66-221221-1-2,Массовый сегмент,Да,Нет,24.9,5610,5610,60,60,49,1,бе,за,1,с,б,1,0,0,сс,п,с,243,сх,Нет,Нет,Нет,0,0,674.78,674.78,613.33,613.33,р,39.76,1203,дз,1375.93,919.2,1203,Да,66000,2021-12-22 12:38 PM,,зн,738,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,5610,Нет,Да,6,
0,10239W,68.221221.001,68-221221-1-1,Потенциальный клиент,Нет,Нет,24.9,4000,4000,60,60,57,2,бе,нв,2,с,в,0,0,0,сс,п,с,132,сх,Нет,Нет,Нет,0,0,478.78,478.78,478.78,478.78,р,18.71,800,дз,868.36,919.2,800,Нет,68000,2021-12-22 11:51 AM,,зн,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,20,
1,1024NA,74.221221.002,74-231221-1-1,Потенциальный клиент,Нет,Нет,24.9,15000,10000,60,60,53,1,бе,за,1,с,б,1,1,0,сс,п,р,4,пп,Нет,Нет,Нет,1,2,923.17,923.17,582.53,582.53,р,35.15,1405,дф,1064.36,1290.3,1064.36,Да,74000,2021-12-22 3:49 PM,,и,203,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,10000,Нет,Да,4,
1,1024CD,76.221221.001,76-221221-1-1,Потенциальный клиент,Нет,Нет,24.9,2450,2450,60,60,51,1,бе,за,1,с,б,29,0,0,сс,п,р,132,сх,Нет,Нет,Нет,1,0,278.78,278.78,105.03,105.03,р,21.51,600,дф,426.25,919.2,426.25,Да,76000,2021-12-22 11:49 AM,,и,335,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2450,Нет,Да,8,
0,519273,78.221221.003,78-221221-1-2,Массовый сегмент,Да,Нет,24.9,1500,1500,60,60,27,2,бе,нв,1,р,н,0,0,0,сс,п,с,38,т,Нет,Нет,Нет,0,0,971.41,971.41,982.26,982.26,р,10.56,1394.63,ду,1306.54,1120.1,1394.63,Да,78000,2021-12-22 4:59 PM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,1500,Нет,Да,38,
0,1024E5,81.221221.002,81-221221-1-2,Потенциальный клиент,Нет,Нет,24.9,7060,7060,36,36,61,1,бе,нв,1,р,б,25,0,0,в,п,с,53,о,Нет,Нет,Нет,0,1,1122.26,1122.26,981.32,981.32,р,26.3,1443.48,дф,1302.54,866.6,1302.54,Да,81000,2021-12-22 1:12 PM,,и,951,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,7060,Нет,Да,37,
0,099CCE,84.221221.004,84-231221-1-1,Массовый сегмент,Да,Нет,24.9,4000,4000,60,60,50,1,бе,за,1,с,б,18,1,0,сс,п,р,32,кх,Нет,Нет,Нет,0,3,663.17,663.17,1043.16,1043.16,р,13,1200,ду,1665.46,816.2,1580.82,Да,84000,2021-12-23 11:58 AM,,и,851,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,4000,Нет,Да,8,
0,362112,88.221221.001,88-281221-1-1,Массовый сегмент,Нет,Нет,24.9,30000,30000,60,60,45,1,бе,за,1,р,б,7,0,0,с,п,п,83,у,Нет,Нет,Нет,0,2,5273.02,5273.02,5273.02,5273.02,и,20.07,5594.24,дз,0,0,5594.24,Да,88000,2021-12-28 10:20 AM,,и,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,30000,Нет,Да,0,
0,1024GT,92.221221.001,92-221221-1-1,Потенциальный клиент,Нет,Нет,24.9,19500,12000,60,60,50,2,бе,нв,1,с,б,31,0,0,сс,п,р,300,пп,Нет,Нет,Нет,0,0,1678.78,1678.78,949.5,949.5,р,39.9,2000,дф,1367.18,1290.3,1367.18,Да,92000,2021-12-22 3:07 PM,,зн,999,Нет,Да,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,12000,Нет,Да,251,
0,1024E3,93.221221.003,93-221221-1-1,Потенциальный клиент,Нет,Нет,24.9,2000,1800,60,60,28,2,бе,нв,1,с,б,7,1,0,сс,п,с,48,пп,Нет,Нет,Нет,0,2,498.78,498.78,158.97,158.97,р,39.64,950,дз,1043.01,1290.3,950,Да,93000,2021-12-22 4:15 PM,,и,,Нет,Нет,Нет,Нет,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1800,Нет,Да,48,
1,398315,51.231221.002,51-231221-1-1,Потенциальный клиент,Нет,Нет,24.9,6980,6980,60,60,48,2,бе,нв,1,с,н,0,0,0,сс,п,р,3,зо,Нет,Нет,Нет,0,1,898.78,898.78,621.5,621.5,р,39.22,1300,дф,1121.33,1094.2,1121.33,Да,51000,2021-12-23 12:47 PM,,и,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6980,Нет,Да,3,
0,1024VP,52.231221.002,52-231221-1-1,Потенциальный клиент,Нет,Нет,24.9,2000,2000,24,24,54,1,бе,за,1,г,н,0,0,0,сс, ,нп,0, ,Нет,Нет,Нет,0,1,414.64,414.64,285.38,285.38,н,34.53,735.86,дз,0,0,735.86,Да,52000,2021-12-23 4:31 PM,,и,,Нет,Нет,Нет,Да,24.9,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2000,Нет,Да,0,
0,0940GS,52.231221.004,52-241221-1-1,VIP,Нет,Нет,24.9,100000,10000,60,60,39,1,бе,нв,1,с,н,0,0,0,в,п,п,20,пп,Нет,Нет,Нет,0,5,218396.21,218396.21,215974.84,215974.84,и,0.54,225863.33,дз,86,0,225863.33,Да,52000,2021-12-23 6:10 PM,,дк,,Нет,Нет,Нет,Да,24.9,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,10000,Нет,Да,139,
